entry_time,exit_time,type,entry_price,exit_price,pnl_pct,pnl_val,exit_reason,confidence
2025-03-27 15:30:00-04:00,2025-03-28 09:30:00-04:00,PUT,567.02001953125,559.5700073242188,19.494798210319555,3898.959642063911,Price Target ($0.40),0.8097805380821228
2025-03-28 09:30:00-04:00,2025-03-28 10:30:00-04:00,PUT,559.5700073242188,558.9400024414062,-0.14242775707626013,-139.54956676525615,Stop Loss,0.8495098948478699
2025-03-28 10:30:00-04:00,2025-03-28 11:30:00-04:00,PUT,558.9400024414062,556.8400268554688,1.5801135859007107,1504.0817041704263,Price Target ($0.40),0.8309035897254944
2025-04-03 15:30:00-04:00,2025-04-04 09:30:00-04:00,PUT,537.6400146484375,516.2899780273438,86.38335019665402,108212.28076794826,Price Target ($0.40),0.8616549372673035
2025-04-04 09:30:00-04:00,2025-04-04 10:30:00-04:00,PUT,516.2899780273438,516.3499755859375,-0.5414569124936593,-12396.739671770203,Stop Loss,0.853820264339447
2025-04-04 10:30:00-04:00,2025-04-04 11:30:00-04:00,PUT,516.3499755859375,512.3900146484375,7.146640835262542,145904.43695464148,Price Target ($0.40),0.8918623924255371
2025-04-07 15:30:00-04:00,2025-04-08 09:30:00-04:00,PUT,504.5400085449219,523.3699951171875,-1.0,-49596.693966057726,Stop Loss,0.9357104897499084
2025-04-10 15:30:00-04:00,2025-04-11 09:30:00-04:00,CALL,524.7100219726562,520.6900024414062,-0.9980807275395344,-39601.20351775882,Stop Loss,0.9469436407089233
2025-04-16 15:30:00-04:00,2025-04-17 09:30:00-04:00,PUT,525.719970703125,525.280029296875,-0.2539812649786857,-8065.712104984319,Stop Loss,0.9462293386459351
2025-04-17 09:30:00-04:00,2025-04-17 10:30:00-04:00,PUT,525.280029296875,526.7100219726562,-0.9029890338732509,-27219.676196994486,Stop Loss,0.9209915995597839
2025-04-23 09:30:00-04:00,2025-04-23 10:30:00-04:00,CALL,543.8800048828125,538.5900268554688,-0.9997536478299797,-24693.951901231198,Stop Loss,0.9586355090141296
2025-04-23 10:30:00-04:00,2025-04-23 11:30:00-04:00,CALL,538.5900268554688,536.2999877929688,-0.9666855879793258,-19102.912123086207,Stop Loss,0.9630807042121887
2025-04-23 15:30:00-04:00,2025-04-24 09:30:00-04:00,CALL,535.3800048828125,542.2341918945312,17.754367839080956,283016.4123268375,Price Target ($0.40),0.9705373644828796
2025-04-24 09:30:00-04:00,2025-04-24 10:30:00-04:00,CALL,542.2341918945312,542.47998046875,-0.38557629693725154,-27971.226244886486,Stop Loss,0.9521644711494446
2025-04-24 10:30:00-04:00,2025-04-24 11:30:00-04:00,CALL,542.47998046875,544.4400024414062,1.4039763529549563,93995.79735087679,Price Target ($0.40),0.9831977486610413
2025-04-25 09:30:00-04:00,2025-04-25 10:30:00-04:00,CALL,544.5599975585938,546.4600219726562,1.2969415276970218,111211.2583823468,Price Target ($0.40),0.871825098991394
2025-04-25 10:30:00-04:00,2025-04-25 11:30:00-04:00,CALL,546.4600219726562,548.3300170898438,1.24045171308521,133957.7603337095,Price Target ($0.40),0.880835235118866
2025-04-25 15:30:00-04:00,2025-04-28 09:30:00-04:00,CALL,550.530029296875,550.9400024414062,-0.29011755215681784,-39102.816678711315,Stop Loss,0.8561070561408997
2025-04-28 09:30:00-04:00,2025-04-28 10:30:00-04:00,CALL,550.9400024414062,547.2100219726562,-0.9956882185596133,-126414.66826692258,Stop Loss,0.882449746131897
2025-04-28 10:30:00-04:00,2025-04-28 11:30:00-04:00,CALL,547.2100219726562,546.02001953125,-0.8612741054393833,-87573.63398274254,Stop Loss,0.9225558042526245
2025-04-29 15:30:00-04:00,2025-04-30 09:30:00-04:00,CALL,554.1400146484375,546.3099975585938,-0.9999986836976794,-84164.32986228818,Stop Loss,0.9628462195396423
2025-04-30 10:30:00-04:00,2025-04-30 11:30:00-04:00,CALL,549.010009765625,548.0900268554688,-0.8110392512048626,-54608.549907407054,Stop Loss,0.9561586976051331
2025-04-30 15:30:00-04:00,2025-05-01 09:30:00-04:00,CALL,554.3499755859375,562.0317993164062,20.218700495352593,1140534.159235347,Price Target ($0.40),0.8251340985298157
2025-05-01 09:30:00-04:00,2025-05-01 11:30:00-04:00,CALL,562.0317993164062,560.3099975585938,-0.9741888228033545,-277172.98567143624,Stop Loss,0.9465330243110657
2025-05-01 10:30:00-04:00,2025-05-01 11:30:00-04:00,CALL,563.260009765625,560.3099975585938,-0.9843898994361443,-280075.3622961619,Stop Loss,0.9450185894966125
2025-05-01 15:30:00-04:00,2025-05-02 09:30:00-04:00,CALL,558.4600219726562,566.2999877929688,20.64466060888793,3572910.033925507,Price Target ($0.40),0.9119497537612915
2025-05-02 10:30:00-04:00,2025-05-02 11:30:00-04:00,CALL,564.6500244140625,567.1799926757812,2.2512505922381623,1998320.412890709,Price Target ($0.40),0.8503788709640503
2025-05-07 15:30:00-04:00,2025-05-08 09:30:00-04:00,CALL,561.219970703125,564.4299926757812,3.768450302121321,4851175.502086893,Price Target ($0.40),0.884490966796875
2025-05-08 15:30:00-04:00,2025-05-09 09:30:00-04:00,CALL,564.9099731445312,564.469970703125,-0.6809470310902778,-1537270.755724334,Stop Loss,0.9017845988273621
2025-05-09 09:30:00-04:00,2025-05-09 10:30:00-04:00,CALL,564.469970703125,564.5499877929688,-0.47579746373124826,-927849.8104419892,Stop Loss,0.9810179471969604
2025-05-09 10:30:00-04:00,2025-05-09 11:30:00-04:00,CALL,564.5499877929688,563.8800048828125,-0.7473214397672571,-1318666.69352799,Stop Loss,0.9594816565513611
2025-05-09 15:30:00-04:00,2025-05-12 09:30:00-04:00,CALL,564.280029296875,578.260009765625,46.16824121664613,69288870.04451677,Price Target ($0.40),0.9383578896522522
2025-05-12 09:30:00-04:00,2025-05-12 10:30:00-04:00,CALL,578.260009765625,578.8499755859375,-0.18918805683288448,-2905657.025276944,Stop Loss,0.9544942378997803
2025-05-12 10:30:00-04:00,2025-05-12 11:30:00-04:00,CALL,578.8499755859375,579.2999877929688,-0.2786848435251116,-4118246.7060414962,Stop Loss,0.9634184837341309
2025-05-12 15:30:00-04:00,2025-05-13 09:30:00-04:00,CALL,582.8300170898438,586.8200073242188,5.455991693152407,76131729.7416963,Price Target ($0.40),0.8829181790351868
2025-05-13 15:30:00-04:00,2025-05-14 09:30:00-04:00,CALL,586.8300170898438,587.52001953125,-0.12733798156691523,-3715738.85297459,Stop Loss,0.9413118362426758
2025-05-14 09:30:00-04:00,2025-05-14 10:30:00-04:00,CALL,587.52001953125,587.8599853515625,-0.34587626292133544,-9835677.133885935,Stop Loss,0.9385614395141602
2025-05-14 10:30:00-04:00,2025-05-14 11:30:00-04:00,CALL,587.8599853515625,587.9149780273438,-0.4887330281855316,-12936688.371612675,Stop Loss,0.9471179842948914
2025-05-14 15:30:00-04:00,2025-05-15 09:30:00-04:00,CALL,587.5499877929688,585.8900146484375,-0.9090551779184138,-21710518.56274194,Stop Loss,0.9712697267532349
2025-05-15 09:30:00-04:00,2025-05-15 10:30:00-04:00,CALL,585.8900146484375,588.3499755859375,1.9567601002942465,38235885.61371149,Price Target ($0.40),0.9665180444717407
2025-05-15 10:30:00-04:00,2025-05-15 12:30:00-04:00,CALL,588.3499755859375,590.6849975585938,0.5050599137749519,13731358.08040544,Take Profit (%),0.9585323333740234
2025-05-15 15:30:00-04:00,2025-05-16 09:30:00-04:00,CALL,590.4000244140625,590.8900146484375,-0.2600394343126528,-7783982.49485337,Stop Loss,0.9639714956283569
2025-05-16 09:30:00-04:00,2025-05-16 10:30:00-04:00,CALL,590.8900146484375,590.9000244140625,-0.5087470916756617,-14436745.54027626,Stop Loss,0.9380348324775696
2025-05-16 10:30:00-04:00,2025-05-16 13:30:00-04:00,CALL,590.9000244140625,593.260009765625,-1.0,-25489708.52332287,Stop Loss,0.9611945152282715
2025-05-19 09:30:00-04:00,2025-05-19 10:30:00-04:00,CALL,592.25,592.3565063476562,-0.4653913315411757,-9490151.51221255,Stop Loss,0.8390757441520691
2025-05-21 15:30:00-04:00,2025-05-22 09:30:00-04:00,PUT,582.969970703125,582.8400268554688,-0.4521147253067632,-8361290.604924556,Stop Loss,0.9318351149559021
2025-05-22 09:30:00-04:00,2025-05-22 10:30:00-04:00,PUT,582.8400268554688,582.5499877929688,-0.3696035561791708,-6217278.235068424,Stop Loss,0.9262935519218445
2025-05-22 10:30:00-04:00,2025-05-22 11:30:00-04:00,PUT,582.5499877929688,584.3250122070312,-0.9219222102375065,-14361725.163166547,Stop Loss,0.8999854922294617
2025-05-27 10:30:00-04:00,2025-05-27 11:30:00-04:00,CALL,588.8099975585938,589.3699951171875,-0.215542784504856,-2738617.153838247,Stop Loss,0.7899819612503052
2025-05-30 15:30:00-04:00,2025-06-02 09:30:00-04:00,CALL,589.4600219726562,588.5900268554688,-0.7869068236777562,-9567177.188684108,Stop Loss,0.9139105081558228
2025-06-02 09:30:00-04:00,2025-06-02 10:30:00-04:00,CALL,588.5900268554688,588.5399780273438,-0.5343805325193499,-5474471.436906813,Stop Loss,0.9454550743103027
2025-06-02 10:30:00-04:00,2025-06-02 12:30:00-04:00,CALL,588.5399780273438,589.8599853515625,-0.5002283989735226,-4576902.044706576,Stop Loss,0.9560110569000244
2025-06-02 15:30:00-04:00,2025-06-03 10:30:00-04:00,CALL,592.6199951171875,594.969970703125,0.5022419984669033,4135583.2381404694,Take Profit (%),0.8881209492683411
2025-06-03 09:30:00-04:00,2025-06-03 12:30:00-04:00,CALL,593.89501953125,596.75,-1.0,-8234244.150756732,Stop Loss,0.8016231656074524
2025-06-03 10:30:00-04:00,2025-06-03 12:30:00-04:00,CALL,594.969970703125,596.75,-0.16442921372202698,-1489952.4313300159,Stop Loss,0.8343408703804016
2025-06-03 15:30:00-04:00,2025-06-04 09:30:00-04:00,CALL,596.1099853515625,597.5850219726562,0.5453663624305186,3881111.433779246,Take Profit (%),0.7883778214454651
2025-06-04 15:30:00-04:00,2025-06-05 09:30:00-04:00,CALL,595.8900146484375,596.1649780273438,-0.38305796672196446,-3023378.379904612,Stop Loss,0.8863075971603394
2025-06-05 09:30:00-04:00,2025-06-05 10:30:00-04:00,CALL,596.1649780273438,598.6600952148438,1.943232328501059,14162409.530134097,Price Target ($0.40),0.9120930433273315
2025-06-05 10:30:00-04:00,2025-06-05 11:30:00-04:00,CALL,598.6600952148438,597.8900146484375,-0.7616090296095154,-7707902.263677211,Stop Loss,0.9064639806747437
2025-06-06 09:30:00-04:00,2025-06-06 10:30:00-04:00,CALL,599.1799926757812,598.219970703125,-0.8024520267414139,-6884211.499567675,Stop Loss,0.9282780289649963
2025-06-06 10:30:00-04:00,2025-06-06 11:30:00-04:00,CALL,598.219970703125,598.5900268554688,-0.33279607874448647,-2396839.7061276445,Stop Loss,0.9649263024330139
2025-06-06 15:30:00-04:00,2025-06-09 09:30:00-04:00,CALL,599.0399780273438,599.7100219726562,-0.15053358330197833,-1012001.0478425184,Stop Loss,0.9786809086799622
2025-06-09 09:30:00-04:00,2025-06-09 10:30:00-04:00,CALL,599.7100219726562,599.2150268554688,-0.6891900617591405,-4493766.687599648,Stop Loss,0.9669721126556396
2025-06-09 10:30:00-04:00,2025-06-09 11:30:00-04:00,CALL,599.2150268554688,599.7899780273438,-0.21236428034689475,-1193828.2611504914,Stop Loss,0.9833953380584717
2025-06-09 15:30:00-04:00,2025-06-10 09:30:00-04:00,CALL,599.5499877929688,601.1900024414062,0.7182005453495743,3865958.6993543776,Price Target ($0.40),0.901664137840271
2025-06-10 09:30:00-04:00,2025-06-10 10:30:00-04:00,CALL,601.1900024414062,601.1749877929688,-0.5194211325104028,-3197573.0329322177,Stop Loss,0.7395222783088684
2025-06-17 10:30:00-04:00,2025-06-17 11:30:00-04:00,PUT,600.469970703125,601.1500244140625,-0.7397031650661959,-4080585.2617274313,Stop Loss,0.9103848338127136
2025-06-17 15:30:00-04:00,2025-06-18 09:30:00-04:00,PUT,597.5700073242188,600.7708129882812,-0.9857541478883557,-4633438.980592492,Stop Loss,0.908402681350708
2025-06-18 09:30:00-04:00,2025-06-18 10:30:00-04:00,PUT,600.7708129882812,600.0999755859375,-0.14619194270187738,-551686.3455502293,Stop Loss,0.9456720948219299
2025-06-18 10:30:00-04:00,2025-06-18 11:30:00-04:00,PUT,600.0999755859375,599.4949951171875,-0.18938307983811228,-693781.2630715724,Stop Loss,0.9779030680656433
2025-06-18 15:30:00-04:00,2025-06-20 11:30:00-04:00,PUT,597.4600219726562,594.9299926757812,-1.0,-3524618.8686722727,Stop Loss,0.8693918585777283
2025-07-15 15:30:00-04:00,2025-07-16 09:30:00-04:00,PUT,622.1099853515625,622.489990234375,-0.6497436147964771,-1832078.8836087938,Stop Loss,0.9600444436073303
2025-07-16 09:30:00-04:00,2025-07-16 11:30:00-04:00,PUT,622.489990234375,621.6699829101562,-0.7543106132465803,-1850534.6269887083,Stop Loss,0.9676297903060913
2025-07-16 10:30:00-04:00,2025-07-16 11:30:00-04:00,PUT,621.3150024414062,621.6699829101562,-0.6419745784579185,-1574942.9561512843,Stop Loss,0.9318656325340271
2025-07-31 15:30:00-04:00,2025-08-01 09:30:00-04:00,PUT,631.969970703125,623.3699951171875,20.65690198270213,36525199.47680621,Price Target ($0.40),0.9691497087478638
2025-08-04 09:30:00-04:00,2025-08-04 10:30:00-04:00,PUT,629.4000244140625,629.0,-0.3244922524382861,-2944190.794299512,Stop Loss,0.9346855282783508
2025-08-04 10:30:00-04:00,2025-08-04 11:30:00-04:00,PUT,629.0,629.719970703125,-0.741528265070442,-6291411.688248182,Stop Loss,0.9235197901725769
2025-08-05 10:30:00-04:00,2025-08-05 11:30:00-04:00,PUT,628.010009765625,629.0499877929688,-0.8093047152702607,-5848119.393145423,Stop Loss,0.8501442670822144
2025-08-05 15:30:00-04:00,2025-08-06 09:30:00-04:00,PUT,628.02001953125,628.7949829101562,-0.7546780886931574,-4570692.238793715,Stop Loss,0.8081551194190979
2025-08-06 09:30:00-04:00,2025-08-06 10:30:00-04:00,PUT,628.7949829101562,631.927001953125,-0.9808567588598068,-5043899.802674889,Stop Loss,0.8755387663841248
2025-08-19 10:30:00-04:00,2025-08-19 12:30:00-04:00,PUT,641.6099853515625,639.719970703125,-0.17480316096464385,-722559.5137226656,Stop Loss,0.9023920893669128
2025-08-19 15:30:00-04:00,2025-08-20 09:30:00-04:00,PUT,639.75,633.9199829101562,10.05776061511535,40120900.03231175,Price Target ($0.40),0.8745753169059753
2025-08-20 09:30:00-04:00,2025-08-20 10:30:00-04:00,PUT,633.9199829101562,636.375,-0.9561320787030639,-11486233.632184653,Stop Loss,0.8011690974235535
2025-08-20 10:30:00-04:00,2025-08-20 11:30:00-04:00,PUT,636.375,637.4207153320312,-0.8078230475708164,-7848794.424296396,Stop Loss,0.8570740818977356
2025-08-20 15:30:00-04:00,2025-08-21 09:30:00-04:00,PUT,638.0399780273438,637.8900146484375,-0.44866765529094066,-3654946.955018637,Stop Loss,0.9680799245834351
2025-08-21 09:30:00-04:00,2025-08-21 11:30:00-04:00,PUT,637.8900146484375,635.25,0.6962690193694003,5162997.715973301,Price Target ($0.40),0.9276042580604553
