entry_time,exit_time,type,entry_price,exit_price,pnl_pct,pnl_val,exit_reason,confidence,strike
2025-11-13 13:45:00-05:00,2025-11-13 14:00:00-05:00,NEUTRAL,672.6900024414062,671.719970703125,-0.37987196043318044,-75.97439208663607,Stop Loss,,675
2025-11-13 14:00:00-05:00,2025-11-13 14:15:00-05:00,NEUTRAL,671.719970703125,673.5399780273438,-0.45061136554977377,-83.27528819696016,Stop Loss,,674
2025-11-13 14:15:00-05:00,2025-11-13 14:30:00-05:00,NEUTRAL,673.5399780273438,672.4000244140625,-0.3410111952654685,-57.34105428926314,Stop Loss,,676
2025-11-13 14:30:00-05:00,2025-11-13 14:45:00-05:00,NEUTRAL,672.4000244140625,671.6900024414062,-0.2292264718197449,-35.9156283809523,Stop Loss,,675
2025-11-13 14:45:00-05:00,2025-11-13 15:00:00-05:00,NEUTRAL,671.6900024414062,671.6054077148438,-0.103705883126498,-15.503897552262572,Stop Loss,,674
2025-11-14 09:30:00-05:00,2025-11-14 09:45:00-05:00,NEUTRAL,666.719970703125,668.6900024414062,-0.4253365650062814,-62.26840028323784,Stop Loss,,669
2025-11-14 09:45:00-05:00,2025-11-14 10:00:00-05:00,NEUTRAL,668.6900024414062,667.5499877929688,-0.36371691589661775,-48.71779600157281,Stop Loss,,671
2025-11-14 10:00:00-05:00,2025-11-14 10:15:00-05:00,NEUTRAL,667.5499877929688,669.7899780273438,-0.42328353566625204,-52.572115086164885,Stop Loss,,670
2025-11-14 10:15:00-05:00,2025-11-14 10:30:00-05:00,NEUTRAL,669.7899780273438,671.0700073242188,-0.42133765994388417,-47.90031355277681,Stop Loss,,672
2025-11-14 10:30:00-05:00,2025-11-14 10:45:00-05:00,NEUTRAL,671.0700073242188,672.239990234375,-0.39926838800282605,-41.56632380394951,Stop Loss,,674
2025-11-17 10:30:00-05:00,2025-11-17 11:15:00-05:00,NEUTRAL,671.7000122070312,670.4749755859375,0.6625191983642722,63.46467384463003,Take Profit (50%),,674
2025-11-17 09:30:00-05:00,2025-11-18 09:30:00-05:00,NEUTRAL,671.9849853515625,661.8499755859375,0.552568582139707,52.93217906570678,Take Profit (50%),,674
2025-11-17 09:45:00-05:00,2025-11-18 09:30:00-05:00,NEUTRAL,672.760009765625,661.8499755859375,0.5965035479795892,57.140839409870836,Take Profit (50%),,675
2025-11-17 10:00:00-05:00,2025-11-18 09:30:00-05:00,NEUTRAL,671.739990234375,661.8499755859375,0.5589625707209738,53.54467814630436,Take Profit (50%),,674
2025-11-17 10:15:00-05:00,2025-11-18 09:30:00-05:00,NEUTRAL,672.0599975585938,661.8499755859375,0.5829019335843022,55.83790053128655,Take Profit (50%),,675
