entry_time,exit_time,type,entry_price,exit_price,pnl_pct,pnl_val,exit_reason,confidence,strike
2024-03-12 10:30:00-04:00,2024-03-12 11:30:00-04:00,CALL,516.1799926757812,515.0900268554688,-0.40064032541766403,-80.1280650835328,Stop Loss,0.9167218208312988,514
2024-03-12 09:30:00-04:00,2024-03-12 12:30:00-04:00,CALL,515.030029296875,514.9182739257812,-0.18769366817633695,-37.53873363526739,Stop Loss,0.8954424858093262,513
2024-03-18 10:30:00-04:00,2024-03-18 11:30:00-04:00,CALL,514.6799926757812,514.1699829101562,-0.20498939206628367,-36.173789306106215,Stop Loss,0.9579545855522156,512
2024-03-20 09:30:00-04:00,2024-03-20 11:30:00-04:00,CALL,516.3499755859375,515.75,-0.30491755502957174,-51.60177181294114,Stop Loss,0.9664468765258789,514
2024-03-20 10:30:00-04:00,2024-03-20 11:30:00-04:00,CALL,516.2100219726562,515.75,-0.2068287582602389,-35.002020093804504,Stop Loss,0.9625354409217834,514
2024-03-19 15:30:00-04:00,2024-03-20 12:30:00-04:00,CALL,515.760009765625,515.4249877929688,-0.18249043079520388,-30.883199122550252,Stop Loss,0.9535200595855713,513
2024-03-20 15:30:00-04:00,2024-03-21 09:30:00-04:00,CALL,520.4199829101562,523.75,1.1493041222681664,167.49324343522596,Take Profit (50%),0.9569444060325623,518
2024-03-25 10:30:00-04:00,2024-03-25 12:30:00-04:00,CALL,520.6199951171875,520.5150146484375,-0.1090487579771148,-19.545150528497317,Stop Loss,0.8233330845832825,518
2024-03-25 09:30:00-04:00,2024-03-25 14:30:00-04:00,CALL,520.43701171875,520.2949829101562,-0.14959509860522335,-26.812398185938946,Stop Loss,0.8856794834136963,518
2024-04-03 10:30:00-04:00,2024-04-03 14:30:00-04:00,PUT,520.8099975585938,518.530029296875,0.8210420880047304,139.54564593805213,Take Profit (50%),0.8800124526023865,523
2024-04-05 15:30:00-04:00,2024-04-08 09:30:00-04:00,PUT,518.4000244140625,519.5369873046875,-0.39030206863675937,-77.22936395357003,Stop Loss,0.9064739942550659,521
2024-04-08 15:30:00-04:00,2024-04-09 10:30:00-04:00,PUT,518.6699829101562,515.9500122070312,0.9644345054805169,175.93684847706476,Take Profit (50%),0.9062908291816711,521
2024-04-09 09:30:00-04:00,2024-04-09 10:30:00-04:00,PUT,517.5900268554688,515.9500122070312,0.537950866986359,98.1356221031607,Take Profit (50%),0.9569535851478577,520
2024-04-09 10:30:00-04:00,2024-04-09 11:30:00-04:00,PUT,515.9500122070312,517.260009765625,-0.47462083120506976,-112.59874871455756,Stop Loss,0.9519805312156677,518
2024-04-11 09:30:00-04:00,2024-04-11 10:30:00-04:00,PUT,512.5700073242188,513.5700073242188,-0.3522006885797626,-75.62439939034664,Stop Loss,0.9231451749801636,515
2024-04-10 15:30:00-04:00,2024-04-11 11:30:00-04:00,PUT,514.1599731445312,514.8399047851562,-0.2770696900721831,-59.4922996473162,Stop Loss,0.8989172577857971,517
2024-04-11 10:30:00-04:00,2024-04-11 11:30:00-04:00,PUT,513.5700073242188,514.8399047851562,-0.42689721295163935,-85.2064399441871,Stop Loss,0.9801687002182007,516
2024-04-12 09:30:00-04:00,2024-04-12 11:30:00-04:00,PUT,513.7999877929688,511.82000732421875,0.7007737854894676,119.59054763457695,Take Profit (50%),0.9648195505142212,516
2024-04-12 10:30:00-04:00,2024-04-12 11:30:00-04:00,PUT,513.530029296875,511.82000732421875,0.5626614684662409,96.02099071065257,Take Profit (50%),0.9766769409179688,516
2024-04-12 15:30:00-04:00,2024-04-15 09:30:00-04:00,PUT,510.82000732421875,512.5700073242188,-0.5738260403821894,-122.670983749376,Stop Loss,0.9742156863212585,513
