entry_time,exit_time,type,entry_price,exit_price,pnl_pct,pnl_val,exit_reason,confidence,strike
2025-11-06 15:40:00-05:00,2025-11-07 09:30:00-05:00,PUT,671.3900146484375,666.2899780273438,1.8041435081566453,360.82870163132907,Take Profit (50%),0.9496942758560181,674
2025-11-06 15:45:00-05:00,2025-11-07 09:30:00-05:00,PUT,670.3599853515625,666.2899780273438,1.7069151024820506,341.38302049641015,Take Profit (50%),0.9716224074363708,673
2025-11-06 15:50:00-05:00,2025-11-07 09:30:00-05:00,PUT,670.5250244140625,666.2899780273438,2.0170350281011555,403.4070056202311,Take Profit (50%),0.9477759003639221,673
2025-11-06 15:55:00-05:00,2025-11-07 09:30:00-05:00,PUT,670.239990234375,666.2899780273438,1.1524016735681608,230.48033471363215,Take Profit (50%),0.9698347449302673,673
2025-11-07 09:30:00-05:00,2025-11-07 09:40:00-05:00,PUT,666.2899780273438,665.4302978515625,0.6143802595686121,287.0506296746301,Take Profit (50%),0.8029289245605469,669
2025-11-07 09:50:00-05:00,2025-11-07 09:55:00-05:00,PUT,666.094970703125,666.25,-0.1778396833217675,-93.30002211101987,Stop Loss,0.931978702545166,669
2025-11-07 10:00:00-05:00,2025-11-07 10:05:00-05:00,PUT,665.0,665.77001953125,-0.30359157968596673,-153.60821153819518,Stop Loss,0.9710635542869568,668
2025-11-07 10:05:00-05:00,2025-11-07 10:10:00-05:00,PUT,665.77001953125,666.530029296875,-0.35957441089863434,-170.88712451767617,Stop Loss,0.981582760810852,668
2025-11-07 09:55:00-05:00,2025-11-07 10:15:00-05:00,PUT,666.25,666.4400024414062,-0.11893374094596959,-60.176897057405085,Stop Loss,0.9714535474777222,669
2025-11-10 09:30:00-05:00,2025-11-10 09:35:00-05:00,CALL,677.8001098632812,678.7999877929688,-0.1332208073019033,-57.1564539902472,Stop Loss,0.8931005597114563,675
2025-11-11 09:40:00-05:00,2025-11-11 09:55:00-05:00,PUT,680.0468139648438,680.7000122070312,-0.16989089158558787,-70.94714928759629,Stop Loss,0.9715362191200256,683
2025-11-11 09:45:00-05:00,2025-11-11 09:55:00-05:00,PUT,679.8099975585938,680.7000122070312,-0.24355503385602695,-101.70960423751734,Stop Loss,0.9578996896743774,682
2025-11-11 09:50:00-05:00,2025-11-11 09:55:00-05:00,PUT,679.9199829101562,680.7000122070312,-0.21262706022407132,-88.79395265696292,Stop Loss,0.9471652507781982,682
2025-11-11 10:00:00-05:00,2025-11-11 11:15:00-05:00,PUT,680.1300048828125,680.2550048828125,-0.10155269710404073,-37.09862761059634,Stop Loss,0.9336443543434143,683
2025-11-11 10:05:00-05:00,2025-11-11 11:15:00-05:00,PUT,679.85888671875,680.2550048828125,-0.21192155641044483,-77.41792318794313,Stop Loss,0.8940521478652954,682
2025-11-12 10:30:00-05:00,2025-11-12 12:25:00-05:00,PUT,682.5449829101562,682.469970703125,-0.10897926986441686,-37.3156730043425,Stop Loss,0.8861930966377258,685
2025-11-12 10:20:00-05:00,2025-11-12 12:35:00-05:00,PUT,682.9749755859375,683.489990234375,-0.38862036429881536,-133.0677885348728,Stop Loss,0.9203107953071594,685
2025-11-12 15:10:00-05:00,2025-11-12 15:15:00-05:00,PUT,682.6400146484375,683.010009765625,-0.10259756854360572,-31.634324124721672,Stop Loss,0.7474389672279358,685
